측정월	측정소명	이산화질소농도(ppm)	오존농도(ppm)	일산화탄소농도(ppm)	아황산가스(ppm)	미세먼지(㎍/㎥)	초미세먼지(㎍/㎥)
201511	영등포구	0.028	0.01	0.6	0.005	39	23
201511	영등포로	0.05	0.007	0.5	0.007	44	25
201511	용산구	0.033	0.012	0.4	0.004	30	24
201511	은평구	0.027	0.014	0.5	0.006	33	19
201511	정릉로	0.03	0.011	0.6	0.007	38	22
201511	종로	0.046	0.01	0.6	0.004	38	21
201511	종로구	0.033	0.012	0.5	0.003	33	21
201511	중구	0.037	0.012	0.7	0.005	31	18
201511	중랑구	0.033	0.012	0.6	0.006	32	19
201511	천호대로	0.044	0.008	0.7	0.005	39	24
201511	청계천로	0.036	0.01	0.6	0.009	35	13
201511	한강대로	0.044	0.009	0.7	0.005	39	23
201511	홍릉로	0.046	0.007	0.7	0.006	34	27
201511	화랑로	0.051	0.006	0.8	0.005	40	24
201510	강남구	0.036	0.019	0.5	0.005	44	23
201510	강남대로	0.071	0.01	0.8	0.007	51	22
201510	강동구	0.035	0.013	0.5	0.004	47	25
201510	강변북로	0.054	0.01	0.6	0.005	48	22
201510	강북구	0.034	0.023	0.5	0.003	43	27
201510	강서구	0.032	0.019	0.5	0.006	53	26
201510	공항대로	0.037	0.013	0.6	0.004	67	31
201510	관악구	0.039	0.017	0.6	0.004	51	28
201510	광진구	0.035	0.02	0.5	0.004	43	23
201510	구로구	0.03	0.019	0.6	0.007	49	26
201510	금천구	0.037	0.018	0.5	0.004	43	29
201510	노원구	0.032	0.021	0.5	0.006	41	18
201510	도봉구	0.032	0.022	0.5	0.005	40	21
201510	도산대로	0.058	0.017	0.8	0.004	48	23
201510	동대문구	0.037	0.022	0.6	0.006	46	25
201510	동작구	0.035	0.021	0.4	0.004	47	30
201510	동작대로	0.071	0.009	0.7	0.008	63	34
201510	마포구	0.041	0.021	0.5	0.005	42	28
201510	서대문구	0.032	0.02	0.6	0.004	40	21
201510	서초구	0.034	0.016	0.5	0.005	51	24
201510	성동구	0.041	0.016	0.4	0.005	48	22
201510	성북구	0.034	0.021	0.5	0.005	41	21
201510	송파구	0.035	0.019	0.6	0.005	44	24
201510	신촌로	0.064	0.012	0.9	0.006	63	26
201510	양천구	0.038	0.019	0.6	0.004	50	28
201510	영등포구	0.03	0.017	0.5	0.005	48	25
201510	영등포로	0.06	0.011	0.6	0.007	53	27
201510	용산구	0.037	0.017	0.4	0.005	41	28
201510	은평구	0.032	0.016	0.5	0.005	45	22
201510	정릉로	0.035	0.021	0.5	0.007	50	25
201510	종로	0.049	0.015	0.4	0.005	45	23
201510	종로구	0.034	0.019	0.5	0.006	45	24
201510	중구	0.041	0.021	0.7	0.006	43	23
201510	중랑구	0.034	0.018	0.5	0.006	43	22
201510	천호대로	0.048	0.012	0.7	0.004	45	24
201510	청계천로	0.032	0.016	0.7	0.009	47	16
201510	한강대로	0.053	0.016	0.6	0.005	49	26
201510	홍릉로	0.049	0.013	0.7	0.005	43	28
201510	화랑로	0.049	0.011	0.8	0.004	50	26
201509	강남구	0.03	0.023	0.4	0.004	28	16
201509	강남대로	0.064	0.011	0.7	0.006	32	17
201509	강동구	0.024	0.019	0.4	0.003	29	15
201509	강변북로	0.043	0.016	0.5	0.004	32	16
201509	강북구	0.032	0.029	0.5	0.002	37	22
201509	강서구	0.026	0.024	0.4	0.005	32	17
201509	공항대로	0.034	0.018	0.4	0.004	51	23
201509	관악구	0.031	0.023	0.5	0.003	34	20
201509	광진구	0.024	0.023	0.4	0.003	25	14
201509	구로구	0.023	0.027	0.4	0.005	29	15
201509	금천구	0.035	0.023	0.5	0.004	35	24
201509	노원구	0.025	0.025	0.3	0.005	27	11
201509	도봉구	0.025	0.026	0.4	0.003	25	14
201509	도산대로	0.065	0.024	0.9	0.003	30	17
201509	동대문구	0.029	0.029	0.4	0.005	26	16
201509	동작구	0.03	0.028	0.5	0.006	29	18
201509	동작대로	0.06	0.013	0.6	0.006	40	24
201509	마포구	0.029	0.03	0.4	0.004	26	18
201509	서대문구	0.024	0.028	0.5	0.004	25	14
201509	서초구	0.027	0.021	0.3	0.004	29	16
201509	성동구	0.021	0.024	0.3	0.003	31	15
201509	성북구	0.023	0.026	0.4	0.004	25	14
201509	송파구	0.026	0.027	0.5	0.004	27	15
201509	신촌로	0.045	0.014	0.7	0.004	30	17
201509	양천구	0.034	0.025	0.5	0.003	42	22
201509	영등포구	0.025	0.024	0.4	0.005	30	16
201509	영등포로	0.054	0.017	0.4	0.007	31	17
201509	용산구	0.027	0.025	0.3	0.005	24	17
201509	은평구	0.035	0.025	0.4	0.005	28	15
201509	정릉로	0.043	0.022	0.4	0.006	31	16
201509	종로	0.053	0.017	0.6	0.005	34	17
201509	종로구	0.027	0.026	0.5	0.006	28	17
201509	중구	0.033	0.025	0.4	0.005	26	14
201509	중랑구	0.025	0.028	0.4	0.005	26	15
201509	천호대로	0.041	0.017	0.6	0.004	29	16
201509	청계천로	0.035	0.021	0.6	0.01	31	11
201509	한강대로	0.047	0.021	0.5	0.005	31	18
201509	홍릉로	0.045	0.015	0.6	0.005	29	19
201509	홍지문	0.04	0.017	0.4	0.004	27	16
201509	화랑로	0.045	0.012	0.7	0.003	30	18
201508	강남구	0.027	0.025	0.4	0.005	32	21
201508	강남대로	0.057	0.013	0.7	0.005	36	21
201508	강동구	0.023	0.027	0.4	0.004	31	18
201508	강변북로	0.051	0.015	0.5	0.004	32	21
201508	강북구	0.021	0.031	0.3	0.005	34	23
201508	강서구	0.022	0.027	0.3	0.006	37	25
201508	공항대로	0.032	0.02	0.4	0.005	57	30
201508	관악구	0.027	0.027	0.5	0.004	41	26
201508	광진구	0.025	0.025	0.4	0.004	32	22
201508	구로구	0.021	0.033	0.4	0.007	35	23
201508	금천구	0.03	0.023	0.3	0.006	39	29
201508	노원구	0.021	0.026	0.3	0.006	37	16
201508	도봉구	0.022	0.034	0.4	0.004	32	20
201508	도산대로	0.071	0.025	0.7	0.004	36	23
201508	동대문구	0.025	0.03	0.3	0.006	30	23
201508	동작구	0.025	0.035	0.5	0.006	37	23
201508	동작대로	0.044	0.01	0.6	0.006	42	30
201508	마포구	0.025	0.035	0.4	0.004	35	25
201508	서대문구	0.023	0.03	0.5	0.004	30	20
201508	서초구	0.025	0.03	0.4	0.004	33	21
201508	성동구	0.019	0.027	0.3	0.003	30	21
201508	성북구	0.022	0.027	0.4	0.005	31	19
201508	송파구	0.022	0.028	0.5	0.004	30	21
201508	신촌로	0.048	0.014	0.7	0.007	37	24
201508	양천구	0.022	0.03	0.4	0.006	37	18
201508	영등포구	0.025	0.026	0.4	0.005	35	23
201508	영등포로	0.057	0.018	0.5	0.007	34	22
201508	용산구	0.02	0.03	0.3	0.005	36	25
201508	은평구	0.023	0.03	0.5	0.005	33	21
201508	정릉로	0.04	0.029	0.4	0.006	35	20
201508	종로	0.045	0.022	0.6	0.005	40	22
201508	종로구	0.023	0.028	0.4	0.007	36	26
201508	중구	0.022	0.028	0.4	0.004	34	21
201508	중랑구	0.024	0.029	0.4	0.005	32	21
201508	천호대로	0.041	0.021	0.7	0.004	37	22
201508	청계천로	0.039	0.025	0.4	0.009	38	15
201508	한강대로	0.049	0.025	0.5	0.006	36	23
201508	홍릉로	0.046	0.017	0.7	0.005	35	26
201508	홍지문	0.043	0.02	0.4	0.005	39	26
201508	화랑로	0.05	0.018	0.6	0.004	33	22
201507	강남구	0.025	0.026	0.3	0.005	30	19
201507	강남대로	0.053	0.014	0.6	0.005	33	19
201507	강동구	0.021	0.026	0.4	0.004	27	17
201507	강변북로	0.048	0.016	0.5	0.004	30	19
201507	강북구	0.02	0.026	0.3	0.005	26	19
201507	강서구	0.02	0.025	0.3	0.005	32	22
201507	공항대로	0.029	0.023	0.5	0.006	50	27
201507	관악구	0.025	0.03	0.4	0.003	38	21
201507	광진구	0.022	0.025	0.4	0.004	29	20
201507	구로구	0.019	0.032	0.4	0.006	30	20
201507	금천구	0.02	0.022	0.3	0.006	33	23
201507	노원구	0.02	0.022	0.2	0.005	34	14
201507	도봉구	0.023	0.03	0.4	0.004	26	19
201507	도산대로	0.049	0.02	0.5	0.004	38	23
201507	동대문구	0.024	0.029	0.3	0.005	27	21
201507	동작구	0.023	0.035	0.5	0.006	26	22
201507	동작대로	0.043	0.012	0.6	0.005	41	28
201507	마포구	0.013	0.033	0.4	0.003	31	21
201507	서대문구	0.023	0.028	0.5	0.004	25	17
201507	서초구	0.021	0.031	0.4	0.004	28	18
201507	성동구	0.017	0.025	0.2	0.004	27	19
201507	성북구	0.023	0.023	0.4	0.004	32	16
201507	송파구	0.017	0.027	0.5	0.005	28	15
201507	신촌로	0.046	0.012	0.7	0.007	33	23
201507	양천구	0.022	0.027	0.3	0.005	29	13
201507	영등포구	0.021	0.028	0.5	0.005	31	20
201507	영등포로	0.054	0.016	0.5	0.007	34	22
201507	용산구	0.022	0.025	0.4	0.005	32	21
201507	은평구	0.027	0.025	0.4	0.004	29	17
201507	정릉로	0.036	0.038	0.4	0.006	30	16
201507	종로	0.048	0.018	0.6	0.005	35	22
201507	종로구	0.024	0.026	0.3	0.007	35	27
201507	중구	0.021	0.026	0.5	0.003	30	18
201507	중랑구	0.024	0.028	0.4	0.005	29	19
201507	천호대로	0.036	0.026	0.4	0.004	37	22
201507	청계천로	0.037	0.023	0.5	0.009	36	14
201507	한강대로	0.043	0.009	0.6	0.005	35	18
201507	홍릉로	0.043	0.017	0.6	0.005	33	24
201507	홍지문	0.041	0.017	0.4	0.005	30	24
201507	화랑로	0.048	0.02	0.4	0.004	29	19
201506	강남구	0.027	0.031	0.4	0.005	35	21
201506	강남대로	0.089	0.015	0.6	0.005	41	20
201506	강동구	0.025	0.037	0.4	0.004	32	18
201506	강변북로	0.057	0.021	0.5	0.004	35	18
201506	강북구	0.021	0.031	0.3	0.005	29	18
201506	강서구	0.022	0.038	0.3	0.006	40	23
201506	공항대로	0.034	0.03	0.6	0.007	60	29
201506	관악구	0.032	0.045	0.5	0.005	41	24
201506	광진구	0.025	0.036	0.5	0.004	34	16
201506	구로구	0.022	0.048	0.4	0.006	36	22
201506	금천구	0.023	0.031	0.4	0.006	39	26
201506	노원구	0.021	0.031	0.3	0.006	36	13
201506	도봉구	0.024	0.04	0.4	0.004	30	20
201506	도산대로	0.057	0.037	0.8	0.005	44	21
201506	동대문구	0.027	0.04	0.4	0.006	31	20
201506	동작구	0.028	0.038	0.4	0.006	33	21
201506	동작대로	0.068	0.021	0.6	0.005	47	28
201506	마포구	0.019	0.038	0.4	0.004	34	23
201506	서대문구	0.024	0.039	0.3	0.005	30	17
201506	서초구	0.026	0.037	0.5	0.005	35	20
201506	성동구	0.027	0.038	0.3	0.004	36	19
201506	성북구	0.025	0.039	0.4	0.005	38	18
201506	송파구	0.02	0.038	0.5	0.005	34	15
201506	신촌로	0.055	0.017	0.7	0.008	39	22
201506	양천구	0.027	0.037	0.3	0.006	33	18
201506	영등포구	0.026	0.039	0.5	0.005	38	22
201506	영등포로	0.064	0.014	0.6	0.007	41	22
201506	용산구	0.029	0.034	0.4	0.005	34	23
201506	은평구	0.029	0.038	0.3	0.004	32	17
201506	정릉로	0.042	0.046	0.4	0.005	34	18
201506	종로	0.049	0.029	0.5	0.004	39	23
201506	종로구	0.027	0.038	0.4	0.007	41	28
201506	중구	0.03	0.041	0.5	0.004	34	24
201506	중랑구	0.027	0.037	0.4	0.005	33	20
201506	천호대로	0.044	0.031	0.4	0.004	43	21
201506	청계천로	0.04	0.034	0.5	0.009	40	14
201506	한강대로	0.049	0.015	0.5	0.005	39	19
201506	홍릉로	0.05	0.025	1	0.005	38	26
201506	홍지문	0.044	0.028	0.4	0.005	30	23
201506	화랑로	0.055	0.025	0.5	0.003	35	19
201505	강남구	0.035	0.029	0.4	0.006	46	22
201505	강남대로	0.09	0.014	0.6	0.005	49	23
201505	강동구	0.034	0.032	0.5	0.005	42	20
201505	강변북로	0.064	0.016	0.6	0.005	54	21
201505	강북구	0.026	0.028	0.3	0.005	40	21
201505	강서구	0.028	0.037	0.3	0.007	46	23
201505	공항대로	0.036	0.025	0.7	0.007	71	33
201505	관악구	0.032	0.038	0.6	0.006	50	28
201505	광진구	0.033	0.029	0.5	0.005	46	19
201505	구로구	0.026	0.041	0.5	0.007	47	22
201505	금천구	0.028	0.028	0.5	0.007	45	25
201505	노원구	0.03	0.028	0.4	0.006	48	15
201505	도봉구	0.029	0.035	0.4	0.005	41	21
201505	도산대로	0.053	0.021	0.6	0.006	49	22
201505	동대문구	0.036	0.034	0.4	0.007	44	22
201505	동작구	0.029	0.036	0.4	0.006	41	23
201505	동작대로	0.057	0.022	0.6	0.007	48	23
201505	마포구	0.03	0.039	0.4	0.004	45	26
201505	서대문구	0.031	0.032	0.3	0.006	42	20
201505	서초구	0.028	0.031	0.5	0.006	46	21
201505	성동구	0.034	0.029	0.4	0.004	50	22
201505	성북구	0.032	0.033	0.4	0.006	45	20
201505	송파구	0.027	0.033	0.5	0.006	45	19
201505	신촌로	0.056	0.013	0.8	0.009	52	25
201505	양천구	0.032	0.034	0.4	0.007	41	19
201505	영등포구	0.029	0.034	0.5	0.006	50	24
201505	영등포로	0.071	0.013	0.6	0.008	53	25
201505	용산구	0.038	0.028	0.4	0.005	42	26
201505	은평구	0.038	0.032	0.3	0.005	43	20
201505	정릉로	0.039	0.038	0.5	0.006	44	21
201505	종로	0.045	0.025	0.5	0.006	48	27
201505	종로구	0.035	0.031	0.3	0.007	52	24
201505	중구	0.039	0.034	0.4	0.005	45	26
201505	중랑구	0.036	0.034	0.4	0.006	46	23
201505	천호대로	0.049	0.026	0.5	0.005	52	23
201505	청계천로	0.045	0.025	0.6	0.009	46	15
201505	한강대로	0.058	0.014	0.6	0.006	51	23
201505	홍릉로	0.054	0.021	0.7	0.006	47	29
201505	홍지문	0.05	0.025	0.5	0.007	46	28
201505	화랑로	0.053	0.022	0.6	0.005	43	22
201504	강남구	0.037	0.025	0.4	0.005	46	21
201504	강남대로	0.056	0.013	0.7	0.004	54	28
201504	강동구	0.033	0.029	0.5	0.005	42	19
201504	강변북로	0.055	0.017	0.5	0.005	52	29
201504	강북구	0.028	0.025	0.3	0.005	45	18
201504	강서구	0.033	0.03	0.3	0.006	45	22
201504	공항대로	0.037	0.017	0.6	0.007	59	24
201504	관악구	0.033	0.03	0.6	0.005	49	23
201504	광진구	0.034	0.025	0.5	0.005	45	21
201504	구로구	0.03	0.035	0.5	0.005	48	22
201504	금천구	0.031	0.024	0.6	0.006	41	23
201504	노원구	0.031	0.027	0.4	0.006	43	16
201504	도봉구	0.033	0.03	0.5	0.005	42	22
201504	도산대로	0.036	0.013	0.9	0.005	47	20
201504	동대문구	0.038	0.028	0.5	0.006	44	23
201504	동작구	0.035	0.029	0.5	0.006	37	22
201504	동작대로	0.056	0.017	0.7	0.006	46	20
201504	마포구	0.023	0.032	0.5	0.004	48	25
201504	서대문구	0.035	0.028	0.4	0.005	42	19
201504	서초구	0.03	0.025	0.6	0.005	48	20
201504	성동구	0.036	0.027	0.5	0.004	45	23
201504	성북구	0.035	0.026	0.5	0.006	47	20
201504	송파구	0.027	0.028	0.6	0.005	44	19
201504	신촌로	0.057	0.012	0.8	0.007	52	25
201504	양천구	0.038	0.027	0.4	0.006	43	20
201504	영등포구	0.03	0.028	0.7	0.006	51	24
201504	영등포로	0.061	0.011	0.6	0.007	56	27
201504	용산구	0.036	0.025	0.4	0.005	40	21
201504	은평구	0.034	0.021	0.4	0.005	43	21
201504	정릉로	0.047	0.023	0.5	0.007	47	22
201504	종로	0.051	0.019	0.6	0.005	52	28
201504	종로구	0.035	0.026	0.3	0.007	48	20
201504	중구	0.042	0.026	0.4	0.005	46	25
201504	중랑구	0.037	0.032	0.5	0.006	47	22
201504	천호대로	0.047	0.021	0.5	0.004	50	22
201504	청계천로	0.045	0.02	0.6	0.009	44	17
201504	한강대로	0.054	0.011	0.6	0.005	50	22
201504	홍릉로	0.051	0.018	0.7	0.006	46	28
201504	홍지문	0.048	0.019	0.6	0.006	44	26
201504	화랑로	0.05	0.017	0.7	0.004	48	23
201503	강남구	0.047	0.022	0.5	0.007	77	32
201503	강남대로	0.055	0.011	0.8	0.007	83	42
201503	강동구	0.041	0.023	0.6	0.007	68	27
201503	강변북로	0.068	0.011	0.7	0.006	77	41
201503	강북구	0.035	0.021	0.4	0.006	67	27
201503	강서구	0.037	0.025	0.4	0.007	66	30
201503	공항대로	0.039	0.014	0.7	0.008	96	39
201503	관악구	0.042	0.019	0.7	0.007	78	35
201503	광진구	0.04	0.021	0.7	0.007	72	25
201503	구로구	0.036	0.027	0.6	0.006	72	29
201503	금천구	0.038	0.019	0.7	0.007	64	32
201503	노원구	0.039	0.024	0.5	0.008	70	27
201503	도봉구	0.037	0.024	0.6	0.007	70	31
201503	도산대로	0.038	0.01	0.8	0.007	75	28
201503	동대문구	0.045	0.022	0.7	0.009	70	31
201503	동작구	0.04	0.025	0.6	0.007	67	32
201503	동작대로	0.063	0.014	0.8	0.008	75	28
201503	마포구	0.037	0.022	0.6	0.006	75	34
201503	서대문구	0.044	0.022	0.5	0.007	69	27
201503	서초구	0.035	0.019	0.7	0.006	77	29
201503	성동구	0.044	0.02	0.6	0.006	72	33
201503	성북구	0.038	0.021	0.6	0.008	64	27
201503	송파구	0.036	0.021	0.7	0.006	71	30
201503	신촌로	0.067	0.008	0.9	0.009	85	36
201503	양천구	0.046	0.02	0.5	0.007	66	25
201503	영등포구	0.038	0.02	0.8	0.008	79	32
201503	영등포로	0.067	0.011	0.8	0.009	84	41
201503	용산구	0.043	0.019	0.5	0.006	63	25
201503	은평구	0.038	0.018	0.6	0.007	70	32
201503	정릉로	0.046	0.023	0.6	0.008	74	33
201503	종로	0.047	0.018	0.6	0.006	82	38
201503	종로구	0.041	0.02	0.4	0.008	79	27
201503	중구	0.044	0.022	0.5	0.007	72	34
201503	중랑구	0.045	0.023	0.7	0.007	73	31
201503	천호대로	0.052	0.015	0.7	0.006	72	26
201503	청계천로	0.049	0.009	0.6	0.009	65	30
201503	한강대로	0.058	0.011	0.7	0.006	79	33
201503	홍릉로	0.055	0.013	0.7	0.008	68	40
201503	홍지문	0.048	0.018	0.6	0.008	69	38
201503	화랑로	0.058	0.015	0.8	0.006	68	30
201502	강남구	0.04	0.017	0.5	0.006	85	33
201502	강남대로	0.059	0.01	0.9	0.008	92	36
201502	강동구	0.036	0.015	0.7	0.006	81	31
201502	강변북로	0.058	0.01	0.7	0.006	86	42
201502	강북구	0.032	0.016	0.4	0.006	82	25
201502	강서구	0.034	0.021	0.5	0.007	81	35
201502	공항대로	0.033	0.011	0.8	0.007	107	27
201502	관악구	0.043	0.013	0.8	0.007	86	32
201502	광진구	0.034	0.016	0.8	0.006	88	28
201502	구로구	0.033	0.015	0.7	0.007	81	28
201502	금천구	0.034	0.014	0.7	0.007	78	28
201502	노원구	0.035	0.02	0.6	0.008	87	31
201502	도봉구	0.033	0.021	0.6	0.006	85	29
201502	도산대로	0.032	0.008	0.8	0.006	90	31
201502	동대문구	0.037	0.016	0.7	0.007	82	26
201502	동작구	0.039	0.017	0.6	0.008	80	29
201502	동작대로	0.056	0.011	0.8	0.007	86	30
201502	마포구	0.04	0.016	0.7	0.006	88	31
201502	서대문구	0.037	0.02	0.5	0.005	86	33
201502	서초구	0.031	0.014	0.7	0.006	92	34
201502	성동구	0.038	0.016	0.6	0.005	81	31
201502	성북구	0.035	0.016	0.7	0.007	71	28
201502	송파구	0.032	0.016	0.9	0.005	81	33
201502	신촌로	0.058	0.006	1	0.008	95	33
201502	양천구	0.039	0.016	0.6	0.007	80	31
201502	영등포구	0.033	0.017	0.8	0.006	85	30
201502	영등포로	0.058	0.01	0.7	0.007	99	38
201502	용산구	0.037	0.015	0.5	0.006	79	28
201502	은평구	0.034	0.014	0.7	0.007	88	33
201502	정릉로	0.042	0.018	0.7	0.008	92	31
201502	종로	0.044	0.013	0.5	0.006	92	37
201502	종로구	0.038	0.016	0.4	0.007	98	30
201502	중구	0.039	0.016	0.8	0.008	85	27
201502	중랑구	0.039	0.018	0.7	0.007	88	31
201502	천호대로	0.046	0.011	0.8	0.006	90	27
201502	청계천로	0.042	0.013	0.6	0.009	81	34
201502	한강대로	0.051	0.008	0.7	0.005	96	33
201502	홍릉로	0.049	0.01	0.8	0.008	78	38
201502	홍지문	0.044	0.013	0.6	0.008	80	40
201502	화랑로	0.059	0.011	0.9	0.006	82	32
201501	강남구	0.041	0.011	0.6	0.007	49	26
201501	강남대로	0.06	0.007	0.9	0.008	65	34
201501	강동구	0.034	0.009	0.7	0.006	47	27
201501	강변북로	0.056	0.007	0.8	0.006	56	37
201501	강북구	0.034	0.012	0.5	0.007	48	22
201501	강서구	0.036	0.014	0.5	0.007	50	27
201501	공항대로	0.032	0.008	0.9	0.007	73	30
201501	관악구	0.041	0.009	0.9	0.007	53	19
201501	광진구	0.034	0.011	0.8	0.006	50	24
201501	구로구	0.036	0.009	0.8	0.005	50	24
201501	금천구	0.037	0.009	0.8	0.007	47	27
201501	노원구	0.037	0.013	0.6	0.008	52	25
201501	도봉구	0.036	0.016	0.7	0.008	48	26
201501	도산대로	0.038	0.006	1	0.006	55	26
201501	동대문구	0.038	0.011	0.8	0.008	48	22
201501	동작구	0.042	0.014	0.7	0.008	48	24
201501	동작대로	0.056	0.01	0.9	0.007	55	25
201501	마포구	0.041	0.01	0.7	0.006	52	26
201501	서대문구	0.049	0.013	0.6	0.005	47	24
201501	서초구	0.032	0.009	0.8	0.006	55	28
201501	성동구	0.039	0.011	0.6	0.005	48	26
201501	성북구	0.036	0.013	0.8	0.008	41	23
201501	송파구	0.035	0.011	0.9	0.006	47	27
201501	신촌로	0.05	0.005	1.1	0.008	59	30
201501	양천구	0.043	0.01	0.7	0.007	50	23
201501	영등포구	0.031	0.015	0.9	0.007	49	25
201501	영등포로	0.054	0.009	0.8	0.007	67	32
201501	용산구	0.038	0.01	0.6	0.006	45	23
201501	은평구	0.033	0.011	0.8	0.006	51	28
201501	정릉로	0.044	0.012	0.7	0.009	54	24
201501	종로	0.043	0.01	0.5	0.006	52	31
201501	종로구	0.037	0.011	0.4	0.006	54	24
201501	중구	0.031	0.012	0.7	0.008	47	21
201501	중랑구	0.04	0.012	0.7	0.007	49	26
201501	천호대로	0.047	0.007	0.8	0.006	57	26
201501	청계천로	0.042	0.01	0.8	0.009	49	28
201501	한강대로	0.049	0.007	0.7	0.006	59	26
201501	홍릉로	0.05	0.007	0.9	0.009	54	37
201501	홍지문	0.043	0.01	0.6	0.008	50	33
201501	화랑로	0.058	0.008	0.9	0.006	52	29
201412	강남구	0.037	0.012	0.5	0.006	44	22
201412	강남대로	0.059	0.007	0.8	0.009	58	31
201412	강동구	0.03	0.009	0.7	0.006	42	24
201412	강변북로	0.049	0.008	0.7	0.006	48	32
201412	강북구	0.032	0.012	0.5	0.006	43	19
201412	강서구	0.033	0.014	0.5	0.007	44	22
201412	공항대로	0.032	0.008	0.9	0.007	62	29
201412	관악구	0.037	0.009	0.8	0.007	44	17
201412	광진구	0.03	0.01	0.7	0.006	43	20
201412	구로구	0.033	0.01	0.7	0.007	43	20
201412	금천구	0.032	0.01	0.7	0.007	41	23
201412	노원구	0.032	0.016	0.6	0.007	75	19
201412	도봉구	0.033	0.017	0.6	0.007	43	21
201412	도산대로	0.037	0.007	1.4	0.006	52	23
201412	동대문구	0.034	0.011	0.9	0.006	42	19
201412	동작구	0.038	0.012	0.7	0.008	64	21
201412	동작대로	0.057	0.008	0.8	0.008	50	22
201412	마포구	0.033	0.01	0.7	0.006	45	22
201412	서대문구	0.044	0.012	0.6	0.006	42	21
201412	서초구	0.03	0.009	0.7	0.007	48	24
201412	성동구	0.035	0.012	0.5	0.005	43	23
201412	성북구	0.033	0.012	0.7	0.008	49	20
201412	송파구	0.032	0.012	0.8	0.005	41	21
201412	신촌로	0.045	0.005	1	0.007	50	25
201412	양천구	0.041	0.01	0.6	0.007	43	21
201412	영등포구	0.031	0.014	0.9	0.005	42	22
201412	영등포로	0.052	0.009	0.8	0.007	56	28
201412	용산구	0.034	0.01	0.5	0.006	41	19
201412	은평구	0.031	0.011	0.9	0.006	53	20
201412	정릉로	0.045	0.01	0.7	0.01	48	23
201412	종로	0.039	0.012	0.5	0.006	45	28
201412	종로구	0.035	0.011	0.5	0.006	48	21
201412	중구	0.029	0.012	0.8	0.007	43	19
201412	중랑구	0.038	0.013	0.7	0.007	44	23
201412	천호대로	0.044	0.007	0.9	0.008	56	26
201412	청계천로	0.039	0.011	0.7	0.008	43	25
201412	한강대로	0.045	0.007	0.7	0.006	52	24
201412	홍릉로	0.048	0.008	0.8	0.008	48	33
201412	홍지문	0.039	0.01	0.5	0.008	42	30
201412	화랑로	0.055	0.009	0.9	0.006	45	24
201411	강남구	0.041	0.012	0.4	0.006	44	23
201411	강남대로	0.06	0.006	0.9	0.007	59	32
201411	강동구	0.036	0.011	0.6	0.005	45	24
201411	강변북로	0.055	0.008	0.6	0.004	50	33
201411	강북구	0.036	0.012	0.4	0.006	44	21
201411	강서구	0.043	0.015	0.7	0.006	47	24
201411	공항대로	0.036	0.007	0.9	0.006	67	29
201411	관악구	0.044	0.01	0.8	0.005	47	19
201411	광진구	0.037	0.012	0.7	0.005	50	20
201411	구로구	0.04	0.011	0.7	0.006	45	21
201411	금천구	0.036	0.011	0.7	0.007	42	26
201411	노원구	0.037	0.014	0.5	0.007	47	19
201411	도봉구	0.034	0.018	0.6	0.005	42	21
201411	도산대로	0.049	0.007	0.7	0.005	51	23
201411	동대문구	0.041	0.012	0.8	0.006	43	21
201411	동작구	0.043	0.012	0.6	0.008	45	23
201411	동작대로	0.066	0.008	0.9	0.009	51	25
201411	마포구	0.041	0.012	0.7	0.005	46	23
201411	서대문구	0.047	0.013	0.5	0.005	42	20
201411	서초구	0.035	0.011	0.7	0.005	51	25
201411	성동구	0.041	0.011	0.5	0.004	44	23
201411	성북구	0.041	0.012	0.6	0.003	41	20
201411	송파구	0.038	0.013	0.7	0.005	42	21
201411	신촌로	0.051	0.005	1	0.006	53	24
201411	양천구	0.045	0.012	0.6	0.006	44	23
201411	영등포구	0.035	0.013	0.9	0.004	43	23
201411	영등포로	0.06	0.009	0.8	0.005	57	29
201411	용산구	0.039	0.011	0.5	0.006	44	21
201411	은평구	0.034	0.012	0.8	0.005	39	20
201411	정릉로	0.044	0.013	0.6	0.008	49	23
201411	종로	0.048	0.01	0.5	0.005	49	30
201411	종로구	0.038	0.012	0.5	0.006	50	24
201411	중구	0.037	0.014	0.8	0.007	43	20
201411	중랑구	0.041	0.013	0.7	0.006	46	24
201411	천호대로	0.047	0.007	0.7	0.005	53	18
201411	청계천로	0.047	0.01	0.6	0.008	45	26
201411	한강대로	0.044	0.004	0.7	0.005	53	24
201411	홍릉로	0.052	0.008	0.8	0.006	50	34
201411	홍지문	0.047	0.009	0.5	0.008	46	31
201411	화랑로	0.061	0.008	0.8	0.005	50	26
201410	강남구	0.039	0.016	0.4	0.005	33	18
201410	강남대로	0.064	0.007	0.8	0.005	48	28
201410	강동구	0.03	0.015	0.5	0.004	34	19
201410	강변북로	0.048	0.012	0.5	0.004	40	27
201410	강북구	0.031	0.016	0.4	0.005	33	16
201410	강서구	0.035	0.017	0.6	0.005	32	19
201410	공항대로	0.032	0.013	0.6	0.005	48	19
201410	관악구	0.042	0.013	0.7	0.004	40	17
201410	광진구	0.031	0.019	0.5	0.004	37	16
201410	구로구	0.036	0.014	0.6	0.005	35	17
201410	금천구	0.032	0.018	0.5	0.006	30	21
201410	노원구	0.031	0.018	0.4	0.005	34	15
201410	도봉구	0.031	0.017	0.5	0.005	31	17
201410	도산대로	0.047	0.009	0.4	0.005	39	18
